"post_id","tieu_de_bai_viet","link_bai_viet","noi_dung_comment"
DbBRqqRCTv7,Topic: sao giới trẻ bây h dễ trầm cảm vậy?,https://www.threads.com/@thinkm_/post/DbBRqqRCTv7,Họ đứng giữa danh giới của những tư duy cũ mà ba mẹ họ áp đặt vào và việc muốn phá vỡ vỏ bọc để thích nghi với một xã hội mới. Họ dần dần ko biết mình phải đi theo hướng nào và bắt đầu tự hỏi bản thân mình là ai giữa xã hội phức tạp này
DbBRqqRCTv7,Topic: sao giới trẻ bây h dễ trầm cảm vậy?,https://www.threads.com/@thinkm_/post/DbBRqqRCTv7,Tại xã hội giờ khác xã hội xưa
DbBRqqRCTv7,Topic: sao giới trẻ bây h dễ trầm cảm vậy?,https://www.threads.com/@thinkm_/post/DbBRqqRCTv7,"ý là cậu thu hết tiêu cực của 1 ngày dài nhm ko dám thộ lộ , nếu thộ lộ bn sẽ bị phán xét thì cậu cứ tích góp từ ngày này qua tháng nọ , có khi từ nhỏ còn bị blgd hay blhd"
DbBRqqRCTv7,Topic: sao giới trẻ bây h dễ trầm cảm vậy?,https://www.threads.com/@thinkm_/post/DbBRqqRCTv7,"có lẽ là do k đc lắng nghe và tôn trọng ý kiến chỉ vì ""tất cả là tốt cho con"" 🤷🏻"
DbBRqqRCTv7,Topic: sao giới trẻ bây h dễ trầm cảm vậy?,https://www.threads.com/@thinkm_/post/DbBRqqRCTv7,Học liên tục 18h mà
DbBRqqRCTv7,Topic: sao giới trẻ bây h dễ trầm cảm vậy?,https://www.threads.com/@thinkm_/post/DbBRqqRCTv7,"ng lớn ngày xưa được tự do chơi với bạn, chương trình học ngày xưa k quá áp lực và bạn bè k toxic, chỉ có việc về nhà phụ cha mẹ hoặc bị cha mẹ oánh đít. còn bây giờ giới trẻ bị xúc phạm bằng lời nói, họ k hiểu được cảm xúc của con cái"
DbBRqqRCTv7,Topic: sao giới trẻ bây h dễ trầm cảm vậy?,https://www.threads.com/@thinkm_/post/DbBRqqRCTv7,"ăn theo thuở, ở theo thời. Nma chẳng có nhìu PH bt đến câu này, chỉ bt ngày xưa họ chịu khổ bnh khi thấy cta sướng thì đâm ra khó chệu, kím chiện chửi, ấp đặt đỉm số. Thấy con ngta giỏi xg so sánh ngày kia. Đm muốn con giỏi thì phải đầu tư, có tí giỏi trg ng để con theo gen bame chứ gà lôi mà cứ đòi phượng hoàng. Bị blhd về tâm lý còn đéo qtam, ý là chx xây xát j nên keme lun, còn cái tư duy lệch lạc khó ở khó chiều của họ chứ đâu. Đôi khi bame lại là ng gây tổn thg nhìu nhất"
Daca4DICYg1,"Ở người khác giới, bạn thấy điều gì hấp dẫn nhất?",https://www.threads.com/@mmmak7271/post/Daca4DICYg1,"For you New thread Search Messages Activity Profile Insights Saved Edit Following Ghost posts More mmmak7271 Bắc Ninh Ở người khác giới, bạn thấy điều gì hấp dẫn nhất? Top View activityView activity luongnguyen0902 Sự tử tế"
DKG9VfLu0QO,"vl tự nhiên nổi cái vụ bug thế giới gì đấy cái t nhớ lại cái hồi năm lớp 6 của t, t thề là sự thật tại vì bn t lúc đó cũng ở cùng t và nó cx bị giống t.",https://www.threads.com/@bballerinna/post/DKG9VfLu0QO,Profile
DKG9VfLu0QO,"vl tự nhiên nổi cái vụ bug thế giới gì đấy cái t nhớ lại cái hồi năm lớp 6 của t, t thề là sự thật tại vì bn t lúc đó cũng ở cùng t và nó cx bị giống t.",https://www.threads.com/@bballerinna/post/DKG9VfLu0QO,"(1). t với con bn t có quen 1 con bé khác lớp, nó đi chung xe buýt với tụi t nên quen, quen kiểu xã giao thôi ấy, k nói chuyện với nó nhiều, cho nó tên là T nha. Cái hôm đó, là giờ nghỉ trưa, t học trường tư, trường đó là kiểu học bán trú nên giờ trưa là tụi t ở lại trường, thì lúc ăn cơm xong là có 1 khoảng thời gian nghỉ ngơi đồ á, đợi chuông reo thì mới được lên phòng ngủ, thì lúc đó t với bạn t đi dạo xung quanh trường, xong r có đợt đi qua hành lang ở tầng trệt ấy, thì gặp con bé T"
DKG9VfLu0QO,"vl tự nhiên nổi cái vụ bug thế giới gì đấy cái t nhớ lại cái hồi năm lớp 6 của t, t thề là sự thật tại vì bn t lúc đó cũng ở cùng t và nó cx bị giống t.",https://www.threads.com/@bballerinna/post/DKG9VfLu0QO,"(2). thì gặp con bé T, CHẮC CHẮN là nó, t với bạn t đều thấy đó là con bé T, lúc đó là nó đi ngược lại hướng với tụi t, xong nó nhìn thấy tụi t thì cười r dơ tay lên chào. Tụi t thấy nó chào thì cũng chào lại, hai đứa cũng cười, t cũng dơ tay lên chào nó rồi t đưa tay ra như kiểu đập tay với nó ấy, t chắc chắc là t có chạm vào tay con bé đó, tụi t với con bé đó k nói cái j hết, chào rồi cười cười v xong lướt qua nhau luôn."
DKG9VfLu0QO,"vl tự nhiên nổi cái vụ bug thế giới gì đấy cái t nhớ lại cái hồi năm lớp 6 của t, t thề là sự thật tại vì bn t lúc đó cũng ở cùng t và nó cx bị giống t.",https://www.threads.com/@bballerinna/post/DKG9VfLu0QO,"(3). T nhớ rất rõ là lúc đó con bé đó mặc đồ tươm tất lắm, đồ áo chỉnh tề, tóc tai gọn gàng sáng sủa lắm, và chắc chắn là con bé T đó."
DKG9VfLu0QO,"vl tự nhiên nổi cái vụ bug thế giới gì đấy cái t nhớ lại cái hồi năm lớp 6 của t, t thề là sự thật tại vì bn t lúc đó cũng ở cùng t và nó cx bị giống t.",https://www.threads.com/@bballerinna/post/DKG9VfLu0QO,"(4). Lúc đi qua con bé đó r thì tụi t vẫn đi tiếp, k để ý gì nhiều, cái 1 lúc sau, đi tới cái chỗ vòi uống nước của nhà trường, thì t với con bạn t thấy con bé T đó đang đứng đó nói chuyện với bạn nó?? T thề luôn là t với bạn t đều mới gặp con bé t khoảng 15-20 giây trước thôi, giờ lại thấy nó đứng đây, mà lúc gặp con bé T đầu tiên ấy, thì đồ áo nó gọn gàng sạch sẽ, lần này gặp con bé T ở vòi uống nước thì quần áo nó xộc xệch, tóc tai cũng k gọn gàng, nhìn đúng kiểu người đang nghỉ trưa luôn ấy."
DKG9VfLu0QO,"vl tự nhiên nổi cái vụ bug thế giới gì đấy cái t nhớ lại cái hồi năm lớp 6 của t, t thề là sự thật tại vì bn t lúc đó cũng ở cùng t và nó cx bị giống t.",https://www.threads.com/@bballerinna/post/DKG9VfLu0QO,"(5). T với con bạn t cứng người luôn, ví dụ lúc đó có mình t thì t sẽ nghĩ là trời nắng quá t bị ảo hay sao đó, nhưng mà con bạn t cũng thấy v, xong nó kể lại đúng y chang mấy cái hành động vừa nãy luôn, kiểu con bé T nó cười chào tụi t xong tụi t chào lại ấy, nên t k thể nghĩ là t bị ảo giác được. xong hai đứa t cx kể lại cái vụ hồi nãy cho con bé T ấy, r nó nhìn bọn t nói là:” ủa t đứng đây nói chuyện nãy giờ mà, có đi đâu đâu” bạn con bé cũng làm chứng cho nó luôn."
DKG9VfLu0QO,"vl tự nhiên nổi cái vụ bug thế giới gì đấy cái t nhớ lại cái hồi năm lớp 6 của t, t thề là sự thật tại vì bn t lúc đó cũng ở cùng t và nó cx bị giống t.",https://www.threads.com/@bballerinna/post/DKG9VfLu0QO,"(6) Xong r t mới nghĩ lại cái lúc mà tụi t gặp con bé T ở chỗ hành lang vừa nãy, tự nhiên nó cứ mơ hồ kiểu gì ấy, giống kiểu mấy bn ngủ xong mơ 1 giấc mơ rất rõ ràng, cụ thể. Trong mơ bạn nhớ tất cả mọi chi tiết, mọi chuyện luôn, nhưng chỉ cần tỉnh dậy thôi, thì cái câu chuyện trong giấc mơ ấy, tự nhiên nó nhoè đi, mơ hồ hết, cảm giác y hệt luôn. T nói thật, nếu lúc đó k có bạn t đi cùng và k làm chứng cái lúc gặp con bé T ở hành lang là t nghĩ t bị ảo giác thật."
DKG9VfLu0QO,"vl tự nhiên nổi cái vụ bug thế giới gì đấy cái t nhớ lại cái hồi năm lớp 6 của t, t thề là sự thật tại vì bn t lúc đó cũng ở cùng t và nó cx bị giống t.",https://www.threads.com/@bballerinna/post/DKG9VfLu0QO,"(7) vãi lúc đó thề là siêu ảo luôn, t chắc chắn nó có thật tại t với bạn t đều trải qua cái chuyện đó, và t còn nhớ là sau này t còn giỡn với con bé T là kiểu chạy lại sờ sờ người nó xong hỏi: “T ơi phải m k T, hay t bị ảo giác”. mà k phải mình t, con bạn đi chung lúc đó với t nó cũng giỡn v nên k thể nào ảo giác đc."
DKG9VfLu0QO,"vl tự nhiên nổi cái vụ bug thế giới gì đấy cái t nhớ lại cái hồi năm lớp 6 của t, t thề là sự thật tại vì bn t lúc đó cũng ở cùng t và nó cx bị giống t.",https://www.threads.com/@bballerinna/post/DKG9VfLu0QO,"(8). Hồi đó còn bé nên cũng k nghĩ nhiều, với lại lúc đó cũng 10-11 h trưa nên cx k nghĩ là gặp ma, và chắc chắn không phải là mơ tại vì t nhớ rất rõ từng chi tiết một, siêu chân thật luôn và bạn t cũng bị giống t. Sau 1-2 tuần là tụi t k nhắc tới nữa, qua 6 năm t cũng gần quên r, bây giờ mới nhớ lại đó, thì ra k phải mình t bị"
DKG9VfLu0QO,"vl tự nhiên nổi cái vụ bug thế giới gì đấy cái t nhớ lại cái hồi năm lớp 6 của t, t thề là sự thật tại vì bn t lúc đó cũng ở cùng t và nó cx bị giống t.",https://www.threads.com/@bballerinna/post/DKG9VfLu0QO,1h sáng đọc sợ v bà ơi
DMAjzNezeJ-,E cần gửi hàng đi Mỹ.,https://www.threads.com/@pharmifylabbynmp/post/DMAjzNezeJ-,Profile
DMAjzNezeJ-,E cần gửi hàng đi Mỹ.,https://www.threads.com/@pharmifylabbynmp/post/DMAjzNezeJ-,Bạn cần đi bao thuế nhập khẩu vô Mỹ và có tracking để theo dõi toàn trình inb mình nha
DMAjzNezeJ-,E cần gửi hàng đi Mỹ.,https://www.threads.com/@pharmifylabbynmp/post/DMAjzNezeJ-,Bạn nhắn zalo 0816493099 Bên mình đang có chương trình ưu đãi giá hời lắm ạ
DMAjzNezeJ-,E cần gửi hàng đi Mỹ.,https://www.threads.com/@pharmifylabbynmp/post/DMAjzNezeJ-,Bên mình nhận hàng xách tay 2 chiều vn-mỹ hàng đi liền nhanh chóng uy tín
DMAjzNezeJ-,E cần gửi hàng đi Mỹ.,https://www.threads.com/@pharmifylabbynmp/post/DMAjzNezeJ-,"cần vụ gửi hàng đi Mỹ nhắn em nha, zalo: 0823 788 831"
DMAjzNezeJ-,E cần gửi hàng đi Mỹ.,https://www.threads.com/@pharmifylabbynmp/post/DMAjzNezeJ-,Cần gửi hàng ib em hỗ trợ nhé zl:0364560783
DMAjzNezeJ-,E cần gửi hàng đi Mỹ.,https://www.threads.com/@pharmifylabbynmp/post/DMAjzNezeJ-,"Dạ bên Kite Way Express nhận gửi hàng đi Mỹ, bất kể hàng gì cũng được ạ, mình check ib để em hỗ trợ mình tư vấn nha"
DMAjzNezeJ-,E cần gửi hàng đi Mỹ.,https://www.threads.com/@pharmifylabbynmp/post/DMAjzNezeJ-,"Em vận chuyển chuyên tuyến đi Mỹ -EU, giá đã bao thuế , free lấy hàng tại nhà , hỗ trợ thủ tục thông quan , web tracking hàng liên tục lun ạ .LH e qua whatsapp/zalo 0388903671 (Ms.Nhi )"
DMAjzNezeJ-,E cần gửi hàng đi Mỹ.,https://www.threads.com/@pharmifylabbynmp/post/DMAjzNezeJ-,"Bên này nhận gửi đi Mỹ đó b. vụ minh bạch, công ty địa chỉ rõ ràng lâu năm k thay đổi, đóng gói thì siêu cẩn thận í. Sđt 085 868 3848"
DMAjzNezeJ-,E cần gửi hàng đi Mỹ.,https://www.threads.com/@pharmifylabbynmp/post/DMAjzNezeJ-,tiktok.com/@hieu… Bác đi hàng dạng nhỏ nhỏ dưới 3kg đi us tham khảo tiktok a này xem nè. Tại bên ảnh chuyên xuất mấy hàng dạng epacket á tiktok.com Truy cập TikTok để khám phá hồ sơ!
DbLYvpnCXGy,Chỉ là e k muốn mình còn xuất hiện trong thế giới của a nữa 🤍 Translate Top View activityView activity,https://www.threads.com/@_nh317_/post/DbLYvpnCXGy,Profile
DbLYvpnCXGy,Chỉ là e k muốn mình còn xuất hiện trong thế giới của a nữa 🤍 Translate Top View activityView activity,https://www.threads.com/@_nh317_/post/DbLYvpnCXGy,ko muốn xuất hiện nữa chỉ là vẫn có sự mong đợi 😆
DbLYvpnCXGy,Chỉ là e k muốn mình còn xuất hiện trong thế giới của a nữa 🤍 Translate Top View activityView activity,https://www.threads.com/@_nh317_/post/DbLYvpnCXGy,· Thứ lỗi cho thiếu nữ này … hơi hèn🤣
DbLYvpnCXGy,Chỉ là e k muốn mình còn xuất hiện trong thế giới của a nữa 🤍 Translate Top View activityView activity,https://www.threads.com/@_nh317_/post/DbLYvpnCXGy,Bùn quaa
DbLYvpnCXGy,Chỉ là e k muốn mình còn xuất hiện trong thế giới của a nữa 🤍 Translate Top View activityView activity,https://www.threads.com/@_nh317_/post/DbLYvpnCXGy,· Nhắm mắt làm ngơ ii hẹ hẹ
DbLYvpnCXGy,Chỉ là e k muốn mình còn xuất hiện trong thế giới của a nữa 🤍 Translate Top View activityView activity,https://www.threads.com/@_nh317_/post/DbLYvpnCXGy,mình đã xoá đi vs ng mình yêu xuất 3 năm vì mình nghĩ là nếu ko thấy sẽ ko buồn ko đau và buông bỏ cũng là 1 loại hạnh phúc xoá tất cả ko thấy sẽ ko nhớ ko khóc nửaa
DbLYvpnCXGy,Chỉ là e k muốn mình còn xuất hiện trong thế giới của a nữa 🤍 Translate Top View activityView activity,https://www.threads.com/@_nh317_/post/DbLYvpnCXGy,· Vậy bà đã quên đc họ ch🥲 Tụi tui ctay cũng cỡ 4 năm r á 🥹
DaZj_gGj11x,Mọi người ơi cho em hỏi về việc xin chuyển trường cấp 3 với ạ🥹.,https://www.threads.com/@swan.8065490/post/DaZj_gGj11x,Profile
DaZj_gGj11x,Mọi người ơi cho em hỏi về việc xin chuyển trường cấp 3 với ạ🥹.,https://www.threads.com/@swan.8065490/post/DaZj_gGj11x,"Với phần là em cũng không có xe ạ🥹. Cái em thấy khó nhất là Năm tuyển sinh em không đủ điểm đậu, toán e 9.25, Tiếng anh 7.25, văn 5.25 thôi ạ. Huhu mong anh chị cô chú cho em lười khuyên với, em học ở đây thấy không ổn xíu nào. Em cảm ơn rất nhiều nhiều nhiều ạ"
DaZj_gGj11x,Mọi người ơi cho em hỏi về việc xin chuyển trường cấp 3 với ạ🥹.,https://www.threads.com/@swan.8065490/post/DaZj_gGj11x,"tìm mqh và chuẩn bị tiền dần di bạn🥲và gáng cày học bạ là có cơ hội rùi bạn,nma phần trăm khá thấp tại MDC trường top á"
DaZj_gGj11x,Mọi người ơi cho em hỏi về việc xin chuyển trường cấp 3 với ạ🥹.,https://www.threads.com/@swan.8065490/post/DaZj_gGj11x,Em nên hỏi thẳng trường để được tư vấn và hướng dẫn nha
DY6L1t-mg_l,Con vk nào nghỉ chơi vs bạn thân cũ r vẫn bị con hãm l đấy vào acc đọc tnhan k ạ 😭 Translate 1/2 5.6K Top View activityView activity,https://www.threads.com/@meomeo_08_/post/DY6L1t-mg_l,Profile
DY6L1t-mg_l,Con vk nào nghỉ chơi vs bạn thân cũ r vẫn bị con hãm l đấy vào acc đọc tnhan k ạ 😭 Translate 1/2 5.6K Top View activityView activity,https://www.threads.com/@meomeo_08_/post/DY6L1t-mg_l,K chỉ fb mà nó còn log acc tik t r cho con bạn hãm l nó xem tnhan😭
DY6L1t-mg_l,Con vk nào nghỉ chơi vs bạn thân cũ r vẫn bị con hãm l đấy vào acc đọc tnhan k ạ 😭 Translate 1/2 5.6K Top View activityView activity,https://www.threads.com/@meomeo_08_/post/DY6L1t-mg_l,bạn thân thôi mà chúng m cũng cho vô acc được à?? 2.7K
DY6L1t-mg_l,Con vk nào nghỉ chơi vs bạn thân cũ r vẫn bị con hãm l đấy vào acc đọc tnhan k ạ 😭 Translate 1/2 5.6K Top View activityView activity,https://www.threads.com/@meomeo_08_/post/DY6L1t-mg_l,M kick nó ra là dc mà:))
DY6L1t-mg_l,Con vk nào nghỉ chơi vs bạn thân cũ r vẫn bị con hãm l đấy vào acc đọc tnhan k ạ 😭 Translate 1/2 5.6K Top View activityView activity,https://www.threads.com/@meomeo_08_/post/DY6L1t-mg_l,· Kick r mà vẫn vô đc nên đổi pass r
DY6L1t-mg_l,Con vk nào nghỉ chơi vs bạn thân cũ r vẫn bị con hãm l đấy vào acc đọc tnhan k ạ 😭 Translate 1/2 5.6K Top View activityView activity,https://www.threads.com/@meomeo_08_/post/DY6L1t-mg_l,vl t tưởng chuyện của vài năm trước không ấy . Giờ vẫn còn kiểu này ư =))
DY6L1t-mg_l,Con vk nào nghỉ chơi vs bạn thân cũ r vẫn bị con hãm l đấy vào acc đọc tnhan k ạ 😭 Translate 1/2 5.6K Top View activityView activity,https://www.threads.com/@meomeo_08_/post/DY6L1t-mg_l,"nó vô tk tiktok của t nó đọc hết , r nó còn cap cho con b hãm l của n"
DY6L1t-mg_l,Con vk nào nghỉ chơi vs bạn thân cũ r vẫn bị con hãm l đấy vào acc đọc tnhan k ạ 😭 Translate 1/2 5.6K Top View activityView activity,https://www.threads.com/@meomeo_08_/post/DY6L1t-mg_l,· Ủa y hệt =))
DY6L1t-mg_l,Con vk nào nghỉ chơi vs bạn thân cũ r vẫn bị con hãm l đấy vào acc đọc tnhan k ạ 😭 Translate 1/2 5.6K Top View activityView activity,https://www.threads.com/@meomeo_08_/post/DY6L1t-mg_l,b thân thì làm đ gì phải cho vô acc dữ v :)))
DY6L1t-mg_l,Con vk nào nghỉ chơi vs bạn thân cũ r vẫn bị con hãm l đấy vào acc đọc tnhan k ạ 😭 Translate 1/2 5.6K Top View activityView activity,https://www.threads.com/@meomeo_08_/post/DY6L1t-mg_l,"t còn vô fb, mes, tt, game, mật khẩu stk nó t còn biết nhưng giờ t không đả động gì nữa rồi"
DOJdn4HE6g7,ê mọi người ơi em nhớ bạn thân cũ quá Translate 1/2 5.8K Top View activityView activity,https://www.threads.com/@_anxg15/post/DOJdn4HE6g7,Profile
DOJdn4HE6g7,ê mọi người ơi em nhớ bạn thân cũ quá Translate 1/2 5.8K Top View activityView activity,https://www.threads.com/@_anxg15/post/DOJdn4HE6g7,nghỉ chơi từ năm ngoái mà tháng cứ phải 2-3 lần mơ thấy em với cổ đi chơi với nhau=))))))))))))) dm m ơi t nhớ m quáaaaaaaa 1.2K
DOJdn4HE6g7,ê mọi người ơi em nhớ bạn thân cũ quá Translate 1/2 5.8K Top View activityView activity,https://www.threads.com/@_anxg15/post/DOJdn4HE6g7,K quên dc
DOJdn4HE6g7,ê mọi người ơi em nhớ bạn thân cũ quá Translate 1/2 5.8K Top View activityView activity,https://www.threads.com/@_anxg15/post/DOJdn4HE6g7,"từng lò vi sóng với bạn thân chục lần, un off liên tục kh cần giục, và bây giờ t cảm thấy nên off luôn khỏi cuộc đời nhau là tốt nhất tại đéo có ai nó mới tìm tới t :))"
DOJdn4HE6g7,ê mọi người ơi em nhớ bạn thân cũ quá Translate 1/2 5.8K Top View activityView activity,https://www.threads.com/@_anxg15/post/DOJdn4HE6g7,· =)))))) ê same +1 nhma không phải nhỏ trên kia😇😇
DOJdn4HE6g7,ê mọi người ơi em nhớ bạn thân cũ quá Translate 1/2 5.8K Top View activityView activity,https://www.threads.com/@_anxg15/post/DOJdn4HE6g7,thà thử 1 lần còn hơn hối vì lúc đó mình chưa thử 1K
DOJdn4HE6g7,ê mọi người ơi em nhớ bạn thân cũ quá Translate 1/2 5.8K Top View activityView activity,https://www.threads.com/@_anxg15/post/DOJdn4HE6g7,"Mìn cũng nhớ bạn thân cũ, k cãi nhau, k 1 drama gì hết. Tự nhiên im lặng, tách ra rồi nghỉ chơi thoii. Không 1 lý do 🙉"
DOJdn4HE6g7,ê mọi người ơi em nhớ bạn thân cũ quá Translate 1/2 5.8K Top View activityView activity,https://www.threads.com/@_anxg15/post/DOJdn4HE6g7,^^ t đ bao h quên đc cáii ngày nó đâm sau lưng t!! Đối xử tốt vs nó nó cho 1 quả đ bao h thể quên đc
DOJdn4HE6g7,ê mọi người ơi em nhớ bạn thân cũ quá Translate 1/2 5.8K Top View activityView activity,https://www.threads.com/@_anxg15/post/DOJdn4HE6g7,· tr ơi biết sao thành cũ rồi đó
DOJdn4HE6g7,ê mọi người ơi em nhớ bạn thân cũ quá Translate 1/2 5.8K Top View activityView activity,https://www.threads.com/@_anxg15/post/DOJdn4HE6g7,"Giống mình quá, mà tại sao hai bạn lại nghỉ chơi. Mình cũng hay nhớ. Dù nghỉ chơi 3 năm, nhưng mình thỉnh thoảng vẫn quên mất điều đó và định kể những chuyện muốn kể, có những giấc mơ làm lành với cổ, đôi khi vẫn buồn vì những chuyện cổ từng làm, . Kkk, có lẽ là hết duyên và ko bao h gặp lại nữa, nma vẫn hy vọng cổ sống tốt và hạnh phúc với những gì cổ chọn"
DUqFiOsk_9G,Ê bây ơi chuyện là tao lỡ khiếu nại ông shipper chuyện ổng tự hủy hàng của tao cái giờ mỗi lần giao hàng cho t là ổng cáu gắt vs t lw giờ sao bây🥲 Translate To…,https://www.threads.com/@bankkkm10/post/DUqFiOsk_9G,Profile
DUqFiOsk_9G,Ê bây ơi chuyện là tao lỡ khiếu nại ông shipper chuyện ổng tự hủy hàng của tao cái giờ mỗi lần giao hàng cho t là ổng cáu gắt vs t lw giờ sao bây🥲 Translate To…,https://www.threads.com/@bankkkm10/post/DUqFiOsk_9G,Hoặc là mi chấp nhận hoặc là tiếp tục khiếu nại thái độ làm việc
DUqFiOsk_9G,Ê bây ơi chuyện là tao lỡ khiếu nại ông shipper chuyện ổng tự hủy hàng của tao cái giờ mỗi lần giao hàng cho t là ổng cáu gắt vs t lw giờ sao bây🥲 Translate To…,https://www.threads.com/@bankkkm10/post/DUqFiOsk_9G,· khiếu nại nua chc mỗi lần giao hàng ổng vứt mẹ hàng t ln quá
DUqFiOsk_9G,Ê bây ơi chuyện là tao lỡ khiếu nại ông shipper chuyện ổng tự hủy hàng của tao cái giờ mỗi lần giao hàng cho t là ổng cáu gắt vs t lw giờ sao bây🥲 Translate To…,https://www.threads.com/@bankkkm10/post/DUqFiOsk_9G,Thì càng khiếu nại
DUqFiOsk_9G,Ê bây ơi chuyện là tao lỡ khiếu nại ông shipper chuyện ổng tự hủy hàng của tao cái giờ mỗi lần giao hàng cho t là ổng cáu gắt vs t lw giờ sao bây🥲 Translate To…,https://www.threads.com/@bankkkm10/post/DUqFiOsk_9G,· kệ đi lần đó cx là lần cuối ổng giao hàng cho t rùi
DUqFiOsk_9G,Ê bây ơi chuyện là tao lỡ khiếu nại ông shipper chuyện ổng tự hủy hàng của tao cái giờ mỗi lần giao hàng cho t là ổng cáu gắt vs t lw giờ sao bây🥲 Translate To…,https://www.threads.com/@bankkkm10/post/DUqFiOsk_9G,Thì khiếu nại tiếp m sai đâu mà phải sợ
DUqFiOsk_9G,Ê bây ơi chuyện là tao lỡ khiếu nại ông shipper chuyện ổng tự hủy hàng của tao cái giờ mỗi lần giao hàng cho t là ổng cáu gắt vs t lw giờ sao bây🥲 Translate To…,https://www.threads.com/@bankkkm10/post/DUqFiOsk_9G,· khỏi đi lần đó cx là lần cuối ổng giao hàng cho t rùi
DaVSJvbASPj,"Một nhóm chat, 3 thế giới Translate 1/2 6.4K Top View activityView activity",https://www.threads.com/@p._quyn/post/DaVSJvbASPj,Profile
DaVSJvbASPj,"Một nhóm chat, 3 thế giới Translate 1/2 6.4K Top View activityView activity",https://www.threads.com/@p._quyn/post/DaVSJvbASPj,Cute @vutlamtt 2/2
DaVSJvbASPj,"Một nhóm chat, 3 thế giới Translate 1/2 6.4K Top View activityView activity",https://www.threads.com/@p._quyn/post/DaVSJvbASPj,· Tên truyện: Turn Off The Camera🙇
DaVSJvbASPj,"Một nhóm chat, 3 thế giới Translate 1/2 6.4K Top View activityView activity",https://www.threads.com/@p._quyn/post/DaVSJvbASPj,· Tui không có yêu cầu comeout Huy nhé Tui cũng không có yêu cầu ăn cá kho cháy khét Lâm nhé
DaVSJvbASPj,"Một nhóm chat, 3 thế giới Translate 1/2 6.4K Top View activityView activity",https://www.threads.com/@p._quyn/post/DaVSJvbASPj,Tui càng không có yêu cầu đọc gay công có bím quyên nhé
DaVSJvbASPj,"Một nhóm chat, 3 thế giới Translate 1/2 6.4K Top View activityView activity",https://www.threads.com/@p._quyn/post/DaVSJvbASPj,· T gửi truyện gay mà ko đọc ha t đăng video tụi bây ôm ấp nhau lên mạng @vutlamtt
DaVSJvbASPj,"Một nhóm chat, 3 thế giới Translate 1/2 6.4K Top View activityView activity",https://www.threads.com/@p._quyn/post/DaVSJvbASPj,Bệnh
DaVSJvbASPj,"Một nhóm chat, 3 thế giới Translate 1/2 6.4K Top View activityView activity",https://www.threads.com/@p._quyn/post/DaVSJvbASPj,· ❤️❤️❤️
DaVSJvbASPj,"Một nhóm chat, 3 thế giới Translate 1/2 6.4K Top View activityView activity",https://www.threads.com/@p._quyn/post/DaVSJvbASPj,huy bệnh quyên bệnh tao đẹo trai
DaVSJvbASPj,"Một nhóm chat, 3 thế giới Translate 1/2 6.4K Top View activityView activity",https://www.threads.com/@p._quyn/post/DaVSJvbASPj,bộ này là Passion ạ🥰
C-RPMC_Bysc,Các bạn nghĩ sao về việc người yêu đi chơi riêng với bạn khác giới ạ?,https://www.threads.com/@ducthang_ns/post/C-RPMC_Bysc,Profile
C-RPMC_Bysc,Các bạn nghĩ sao về việc người yêu đi chơi riêng với bạn khác giới ạ?,https://www.threads.com/@ducthang_ns/post/C-RPMC_Bysc,"K cấm ny chơi với bạn khác giới, nma đi chơi riêng thì deo đồng ý"
C-RPMC_Bysc,Các bạn nghĩ sao về việc người yêu đi chơi riêng với bạn khác giới ạ?,https://www.threads.com/@ducthang_ns/post/C-RPMC_Bysc,Vâng ạ
C-RPMC_Bysc,Các bạn nghĩ sao về việc người yêu đi chơi riêng với bạn khác giới ạ?,https://www.threads.com/@ducthang_ns/post/C-RPMC_Bysc,"Đi cả team thì k sao, nhưng đi riêng thì hơi vấn đề rồi đấy nhé."
C-RPMC_Bysc,Các bạn nghĩ sao về việc người yêu đi chơi riêng với bạn khác giới ạ?,https://www.threads.com/@ducthang_ns/post/C-RPMC_Bysc,thật à bà
C-RPMC_Bysc,Các bạn nghĩ sao về việc người yêu đi chơi riêng với bạn khác giới ạ?,https://www.threads.com/@ducthang_ns/post/C-RPMC_Bysc,Sao bạn vẫn suy nghĩ về cách sống của nyc bạn thế
C-RPMC_Bysc,Các bạn nghĩ sao về việc người yêu đi chơi riêng với bạn khác giới ạ?,https://www.threads.com/@ducthang_ns/post/C-RPMC_Bysc,"Tuỳ người, t thì đi chơi dc nhma bồ t thì k :)) nhma t đi chơi với bạn khác giới là 2 đứa kiểu cũng chả có gì hết, t cũng public nên bồ t cũng cho đi bth"
C-RPMC_Bysc,Các bạn nghĩ sao về việc người yêu đi chơi riêng với bạn khác giới ạ?,https://www.threads.com/@ducthang_ns/post/C-RPMC_Bysc,Hha hơi ấy nhưng tâm lý chung🥲
C-RPMC_Bysc,Các bạn nghĩ sao về việc người yêu đi chơi riêng với bạn khác giới ạ?,https://www.threads.com/@ducthang_ns/post/C-RPMC_Bysc,"Có ny mà đi chơi riêng 2ng thì ấy vkl, kiểu t đ có ny 😭 mà đi riêng với bạn thân khác giới (chơi cả chục năm) còn sợ bị hiểu nhầm (đương nhiên cả hai không có ý gì mới sợ)"
